DATAFLOW,LAST UPDATE,freq,unit,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,EU27_2020,2020,25.5,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,EU27_2020,2021,25.6,b
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,EU27_2020,2022,25.5,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,EU27_2020,2023,25.4,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,FI,2003,21.2,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,FI,2004,21.1,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,FI,2005,20.9,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,FI,2006,21.1,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,FI,2007,21.0,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,FI,2008,20.9,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,FI,2009,21.0,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,FI,2010,20.9,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,FI,2011,20.9,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,FI,2012,19.6,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,FI,2013,21.1,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,FI,2014,21.1,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,FI,2015,21.1,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,FI,2016,21.1,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,FI,2017,21.1,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,FI,2018,21.2,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,FI,2019,21.0,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,FI,2020,21.2,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,FI,2021,20.6,b
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,FI,2022,20.5,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,FI,2023,20.7,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,FR,2003,22.6,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,FR,2004,22.7,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,FR,2005,22.8,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,FR,2006,22.6,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,FR,2007,22.4,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,FR,2008,22.6,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,FR,2009,22.4,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,FR,2010,22.7,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,FR,2011,22.8,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,FR,2012,22.7,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,FR,2013,22.9,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,FR,2014,23.0,b
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,FR,2015,23.0,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,FR,2016,23.0,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,FR,2017,23.1,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,FR,2018,23.0,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,FR,2019,22.8,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,FR,2020,23.3,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,FR,2021,23.0,b
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,FR,2022,22.7,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,FR,2023,23.0,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,HR,2002,26.5,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,HR,2003,27.0,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,HR,2004,27.7,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,HR,2005,27.7,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,HR,2006,28.4,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,HR,2007,28.2,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,HR,2008,28.4,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,HR,2009,28.6,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,HR,2010,29.1,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,HR,2011,29.2,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,HR,2012,29.5,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,HR,2013,30.2,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,HR,2014,29.0,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,HR,2015,29.6,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,HR,2016,29.7,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,HR,2017,30.4,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,HR,2018,30.0,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,HR,2019,29.9,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,HR,2020,30.9,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,HR,2021,31.8,b
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,HR,2022,32.0,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,HR,2023,30.2,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,HU,2000,25.2,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,HU,2001,25.4,b
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,HU,2002,25.7,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,HU,2003,26.0,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,HU,2004,26.2,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,HU,2005,26.5,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,HU,2006,26.5,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,HU,2007,26.4,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,HU,2008,26.5,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,HU,2009,26.4,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,HU,2010,26.6,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,HU,2011,26.5,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,HU,2012,26.5,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,HU,2013,26.6,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,HU,2014,26.4,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,HU,2015,26.3,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,HU,2016,26.3,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,HU,2017,26.0,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,HU,2018,25.8,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,HU,2019,25.8,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,HU,2020,26.2,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,HU,2021,26.0,b
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,HU,2022,25.7,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,HU,2023,25.8,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,IE,2006,24.1,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,IE,2007,24.7,b
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,IE,2008,24.6,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,IE,2009,24.1,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,IE,2010,24.3,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,IE,2011,24.6,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,IE,2012,24.5,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,IE,2013,24.9,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,IE,2014,25.3,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,IE,2015,25.7,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,IE,2016,25.9,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,IE,2017,25.6,b
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,IE,2018,25.7,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,IE,2019,26.1,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,IE,2020,27.4,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,IE,2021,27.4,b
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,IE,2022,26.5,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,IE,2023,27.5,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,IT,2004,28.3,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,IT,2005,28.4,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,IT,2006,28.6,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,IT,2007,28.6,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,IT,2008,28.6,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,IT,2009,28.4,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,IT,2010,28.5,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,IT,2011,28.6,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,IT,2012,28.6,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,IT,2013,28.7,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,IT,2014,28.9,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,IT,2015,29.0,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,IT,2016,29.0,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,IT,2017,29.1,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,IT,2018,29.1,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,IT,2019,29.1,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,IT,2020,29.3,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,IT,2021,29.0,b
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,IT,2022,29.0,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,IT,2023,29.2,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,LT,2002,26.5,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,LT,2003,27.0,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,LT,2004,27.3,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,LT,2005,27.5,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,LT,2006,27.5,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,LT,2007,27.1,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,LT,2008,25.6,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,LT,2009,25.7,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,LT,2010,25.4,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,LT,2011,25.4,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,LT,2012,25.0,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,LT,2013,24.8,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,LT,2014,25.1,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,LT,2015,24.7,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,LT,2016,24.4,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,LT,2017,24.7,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,LT,2018,24.5,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,LT,2019,24.7,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,LT,2020,24.4,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,LT,2021,24.2,b
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,LT,2022,23.7,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,LT,2023,23.2,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,LU,2000,24.2,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,LU,2001,25.0,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,LU,2002,24.7,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,LU,2003,25.2,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,LU,2004,25.5,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,LU,2005,25.7,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,LU,2006,25.5,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,LU,2007,25.9,b
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,LU,2008,25.8,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,LU,2009,25.3,b
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,LU,2010,25.5,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,LU,2011,25.4,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,LU,2012,25.7,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,LU,2013,25.9,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,LU,2014,25.9,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,LU,2015,22.3,b
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,LU,2016,24.1,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,LU,2017,21.2,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,LU,2018,25.4,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,LU,2019,26.0,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,LU,2020,25.9,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,LU,2021,26.3,b
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,LU,2022,26.6,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,LU,2023,26.3,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,LV,2002,26.2,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,LV,2003,25.7,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,LV,2004,26.7,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,LV,2005,26.5,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,LV,2006,26.0,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,LV,2007,26.3,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,LV,2008,26.2,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,LV,2009,26.7,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,LV,2010,27.2,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,LV,2011,26.6,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,LV,2012,26.5,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,LV,2013,26.7,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,LV,2014,26.9,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,LV,2015,26.1,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,LV,2016,26.6,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,LV,2017,26.0,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,LV,2018,25.7,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,LV,2019,24.8,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,LV,2020,25.3,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,LV,2021,25.8,b
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,LV,2022,25.4,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,LV,2023,25.5,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,ME,2011,29.6,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,ME,2012,27.9,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,ME,2013,28.5,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,ME,2014,29.0,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,ME,2015,29.2,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,ME,2016,29.6,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,ME,2017,30.2,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,ME,2018,30.5,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,ME,2019,31.0,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,ME,2020,31.1,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,MK,2006,25.7,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,MK,2007,26.5,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,MK,2008,26.1,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,MK,2009,26.5,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,MK,2010,26.8,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,MK,2011,26.9,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,MK,2012,27.5,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,MK,2013,27.4,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,MK,2014,27.7,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,MK,2015,27.5,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,MK,2016,27.5,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,MK,2017,27.5,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,MK,2018,27.9,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,MK,2019,28.0,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,MK,2020,28.4,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,MT,2003,27.8,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,MT,2004,28.3,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,MT,2005,28.4,b
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,MT,2006,29.0,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,MT,2007,28.9,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,MT,2008,28.8,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,MT,2009,29.1,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,MT,2010,29.7,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,MT,2011,29.8,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,MT,2012,29.2,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,MT,2013,28.9,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,MT,2014,29.2,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,MT,2015,29.6,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,MT,2016,30.1,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,MT,2017,30.5,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,MT,2018,29.5,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,MT,2019,28.7,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,MT,2020,28.9,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,MT,2021,26.9,b
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,MT,2022,28.2,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,MT,2023,28.9,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,NL,2000,21.9,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,NL,2001,22.2,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,NL,2002,22.4,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,NL,2003,22.4,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,NL,2004,22.3,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,NL,2005,22.1,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,NL,2006,22.2,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,NL,2007,22.3,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,NL,2008,22.3,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,NL,2009,22.3,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,NL,2010,22.4,b
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,NL,2011,22.6,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,NL,2012,22.7,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,NL,2013,22.6,b
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,NL,2014,22.8,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,NL,2015,22.9,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,NL,2016,22.8,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,NL,2017,22.9,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,NL,2018,23.0,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,NL,2019,23.0,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,NL,2020,23.6,
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,NL,2021,22.6,b
ESTAT:YTH_DEMO_030(1.0),25/04/24 11:00:00,A,AVG,F,NL,2022,22.4,
